sample_name	cruise	cup	mid_date	year	month	meteor_season	oceano_season	duration	tot_mass_flux	total_flux_d	org_c_flux	POC_flux_d	prop_POC	caco3_flux	PIC_flux_d	prop_PIC	opal_flux	opal_flux_d	prop_opal	nitro_flux	nitro_flux_d	prop_nitro	anomaly_tot	anomaly_POC_flux_d	anomaly_PIC_flux_d	anomaly_opal_flux_d	anomaly_nitro_flux_d	anomaly_prop_POC	anomaly_prop_PIC	anomaly_prop_opal	anomaly_prop_nitro	anomaly_any_flux	bbp_anomaly	bbp_anomaly_count	bbp_anomaly_rollover	bbp_burst_mean	bbp_burst_median	bbp_burst_sd	bbp_burst_cv	bbp_burst_max	bbp_burst_n_obs	auc_total	auc_mean	auc_median	auc_sd	auc_cv	auc_max	train	seascape_class	seascape_prob	n_classes	mid_date_num
GMT3_18S_2A_S52	GMT3	2	12/22/2022	2022	12	winter	sep-jan	14	17.714	1.265285714	1.002	0.071571429	0.056565428	10.404	0.743142857	0.587332054	1.745	0.124642857	0.098509653	0.161	0.0115	0.009088856	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	0.000135802	0.000120672	7.41e-05	0.695600154	0.000918064	224	0.00183569	0.000262241	0.000257121	2.83e-05	0.107799262	0.000302685	Test	15	0.941106989270165	1	19348
GMT3_18S_2B_S53	GMT3	2	12/22/2022	2022	12	winter	sep-jan	14	17.714	1.265285714	1.002	0.071571429	0.056565428	10.404	0.743142857	0.587332054	1.745	0.124642857	0.098509653	0.161	0.0115	0.009088856	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	0.000135802	0.000120672	7.41e-05	0.695600154	0.000918064	224	0.00183569	0.000262241	0.000257121	2.83e-05	0.107799262	0.000302685	Test	15	0.941106989270165	1	19348
GMT3_18S_2C_S54	GMT3	2	12/22/2022	2022	12	winter	sep-jan	14	17.714	1.265285714	1.002	0.071571429	0.056565428	10.404	0.743142857	0.587332054	1.745	0.124642857	0.098509653	0.161	0.0115	0.009088856	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	0.000135802	0.000120672	7.41e-05	0.695600154	0.000918064	224	0.00183569	0.000262241	0.000257121	2.83e-05	0.107799262	0.000302685	Test	15	0.941106989270165	1	19348
GMT3_18S_3A_S55	GMT3	3	1/5/2023	2023	1	winter	sep-jan	14	369.143	26.36735714	15.198	1.085571429	0.041171037	72.68	5.191428571	0.196888469	52.225	3.730357143	0.141476338	2.159	0.154214286	0.005848682	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	0.000177127	0.000135196	0.000188997	1.480189915	0.001973499	224	0.002585139	0.000323142	0.000357634	0.000113595	0.351533427	0.000441318	Test	15	0.900818135057177	2	19362
GMT3_18S_3B_S56	GMT3	3	1/5/2023	2023	1	winter	sep-jan	14	369.143	26.36735714	15.198	1.085571429	0.041171037	72.68	5.191428571	0.196888469	52.225	3.730357143	0.141476338	2.159	0.154214286	0.005848682	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	0.000177127	0.000135196	0.000188997	1.480189915	0.001973499	224	0.002585139	0.000323142	0.000357634	0.000113595	0.351533427	0.000441318	Test	15	0.900818135057177	2	19362
GMT3_18S_3C_S57	GMT3	3	1/5/2023	2023	1	winter	sep-jan	14	369.143	26.36735714	15.198	1.085571429	0.041171037	72.68	5.191428571	0.196888469	52.225	3.730357143	0.141476338	2.159	0.154214286	0.005848682	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	0.000177127	0.000135196	0.000188997	1.480189915	0.001973499	224	0.002585139	0.000323142	0.000357634	0.000113595	0.351533427	0.000441318	Train	15	0.900818135057177	2	19362
GMT3_18S_4A_S58	GMT3	4	1/19/2023	2023	1	winter	sep-jan	14	495.429	35.38778571	16.196	1.156857143	0.03269086	64.349	4.596357143	0.129885412	36.89	2.635	0.07446072	2.426	0.173285714	0.004896766	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	0.000219093	0.000184992	0.000202083	1.165444291	0.002342819	224	0.002939127	0.000419875	0.000417328	0.000115741	0.275656286	0.000571287	Test	15	0.972226401170095	1	19376
GMT3_18S_4B_S59	GMT3	4	1/19/2023	2023	1	winter	sep-jan	14	495.429	35.38778571	16.196	1.156857143	0.03269086	64.349	4.596357143	0.129885412	36.89	2.635	0.07446072	2.426	0.173285714	0.004896766	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	0.000219093	0.000184992	0.000202083	1.165444291	0.002342819	224	0.002939127	0.000419875	0.000417328	0.000115741	0.275656286	0.000571287	Test	15	0.972226401170095	1	19376
GMT3_18S_4C_S60	GMT3	4	1/19/2023	2023	1	winter	sep-jan	14	495.429	35.38778571	16.196	1.156857143	0.03269086	64.349	4.596357143	0.129885412	36.89	2.635	0.07446072	2.426	0.173285714	0.004896766	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	0.000219093	0.000184992	0.000202083	1.165444291	0.002342819	224	0.002939127	0.000419875	0.000417328	0.000115741	0.275656286	0.000571287	Test	15	0.972226401170095	1	19376
GMT3_18S_5A_S61	GMT3	5	2/2/2023	2023	2	winter	feb-apr	14	461.714	32.97957143	11.443	0.817357143	0.024783741	45.947	3.281928571	0.099513985	34.381	2.455785714	0.074463846	1.636	0.116857143	0.003543319	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	1	FALSE	0.000395676	0.000248793	0.000459014	1.404637501	0.005512127	224	0.005184348	0.000740621	0.000608731	0.000572297	0.772725173	0.001579397	Test	15	0.99720603511447	1	19390
GMT3_18S_5B_S62	GMT3	5	2/2/2023	2023	2	winter	feb-apr	14	461.714	32.97957143	11.443	0.817357143	0.024783741	45.947	3.281928571	0.099513985	34.381	2.455785714	0.074463846	1.636	0.116857143	0.003543319	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	1	FALSE	0.000395676	0.000248793	0.000459014	1.404637501	0.005512127	224	0.005184348	0.000740621	0.000608731	0.000572297	0.772725173	0.001579397	Test	15	0.99720603511447	1	19390
GMT3_18S_5C_S63	GMT3	5	2/2/2023	2023	2	winter	feb-apr	14	461.714	32.97957143	11.443	0.817357143	0.024783741	45.947	3.281928571	0.099513985	34.381	2.455785714	0.074463846	1.636	0.116857143	0.003543319	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	1	FALSE	0.000395676	0.000248793	0.000459014	1.404637501	0.005512127	224	0.005184348	0.000740621	0.000608731	0.000572297	0.772725173	0.001579397	Test	15	0.99720603511447	1	19390
GMT3_18S_6A_S64	GMT3	6	2/16/2023	2023	2	winter	feb-apr	14	41.714	2.979571429	2.645	0.188928571	0.063407969	17.678	1.262714286	0.423790574	4.924	0.351714286	0.118041904	0.453	0.032357143	0.010859663	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	1	FALSE	0.000384121	0.000336974	0.000185715	0.53559421	0.001180912	224	0.005208897	0.000744128	0.000679957	0.000258902	0.347926562	0.001185146	Test	15	0.904239849911796	2	19404
GMT3_18S_6B_S65	GMT3	6	2/16/2023	2023	2	winter	feb-apr	14	41.714	2.979571429	2.645	0.188928571	0.063407969	17.678	1.262714286	0.423790574	4.924	0.351714286	0.118041904	0.453	0.032357143	0.010859663	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	1	FALSE	0.000384121	0.000336974	0.000185715	0.53559421	0.001180912	224	0.005208897	0.000744128	0.000679957	0.000258902	0.347926562	0.001185146	Test	15	0.904239849911796	2	19404
GMT3_18S_6C_S66	GMT3	6	2/16/2023	2023	2	winter	feb-apr	14	41.714	2.979571429	2.645	0.188928571	0.063407969	17.678	1.262714286	0.423790574	4.924	0.351714286	0.118041904	0.453	0.032357143	0.010859663	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	1	FALSE	0.000384121	0.000336974	0.000185715	0.53559421	0.001180912	224	0.005208897	0.000744128	0.000679957	0.000258902	0.347926562	0.001185146	Test	15	0.904239849911796	2	19404
GMT3_18S_7A_S67	GMT3	7	3/2/2023	2023	3	spring	feb-apr	14	66.286	4.734714286	6.75	0.482142857	0.101831458	29.294	2.092428571	0.44193344	9.548	0.682	0.144042483	1.347	0.096214286	0.020321033	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	1	FALSE	0.003978524	0.000288734	0.01000592	2.54579448	0.083344317	224	0.053102375	0.007586054	0.000874926	0.011809551	1.556745059	0.027188677	Test	15	0.994864588692075	1	19418
GMT3_18S_7B_S68	GMT3	7	3/2/2023	2023	3	spring	feb-apr	14	66.286	4.734714286	6.75	0.482142857	0.101831458	29.294	2.092428571	0.44193344	9.548	0.682	0.144042483	1.347	0.096214286	0.020321033	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	1	FALSE	0.003978524	0.000288734	0.01000592	2.54579448	0.083344317	224	0.053102375	0.007586054	0.000874926	0.011809551	1.556745059	0.027188677	Test	15	0.994864588692075	1	19418
GMT3_18S_7C_S69	GMT3	7	3/2/2023	2023	3	spring	feb-apr	14	66.286	4.734714286	6.75	0.482142857	0.101831458	29.294	2.092428571	0.44193344	9.548	0.682	0.144042483	1.347	0.096214286	0.020321033	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	1	FALSE	0.003978524	0.000288734	0.01000592	2.54579448	0.083344317	224	0.053102375	0.007586054	0.000874926	0.011809551	1.556745059	0.027188677	Test	15	0.994864588692075	1	19418
GMT3_18S_8A_S70	GMT3	8	3/16/2023	2023	3	spring	feb-apr	14	62.857	4.489785714	7.776	0.555428571	0.123709372	22.156	1.582571429	0.352482619	9.636	0.688285714	0.153300348	1.572	0.112285714	0.025009148	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	0.000345852	0.000329193	8.1e-05	0.259712744	0.001058497	224	0.00468886	0.000669837	0.000651622	4.95e-05	0.073937162	0.000754553	Test	15	0.980866417998359	1	19432
GMT3_18S_8B_S71	GMT3	8	3/16/2023	2023	3	spring	feb-apr	14	62.857	4.489785714	7.776	0.555428571	0.123709372	22.156	1.582571429	0.352482619	9.636	0.688285714	0.153300348	1.572	0.112285714	0.025009148	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	0.000345852	0.000329193	8.1e-05	0.259712744	0.001058497	224	0.00468886	0.000669837	0.000651622	4.95e-05	0.073937162	0.000754553	Test	15	0.980866417998359	1	19432
GMT3_18S_8C_S72	GMT3	8	3/16/2023	2023	3	spring	feb-apr	14	62.857	4.489785714	7.776	0.555428571	0.123709372	22.156	1.582571429	0.352482619	9.636	0.688285714	0.153300348	1.572	0.112285714	0.025009148	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	0.000345852	0.000329193	8.1e-05	0.259712744	0.001058497	224	0.00468886	0.000669837	0.000651622	4.95e-05	0.073937162	0.000754553	Train	15	0.980866417998359	1	19432
GMT3_18S_9A_S73	GMT3	9	3/30/2023	2023	3	spring	feb-apr	14	479.429	34.24492857	17.148	1.224857143	0.035767548	81.925	5.851785714	0.17088036	39.605	2.828928571	0.082608687	2.331	0.1665	0.004862034	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	1	FALSE	0.000662732	0.000429304	0.002272749	3.776049763	0.034330526	224	0.009787458	0.001223432	0.000849007	0.001073532	0.877475449	0.003768216	Test	15	0.946175810363558	1	19446
GMT3_18S_9B_S74	GMT3	9	3/30/2023	2023	3	spring	feb-apr	14	479.429	34.24492857	17.148	1.224857143	0.035767548	81.925	5.851785714	0.17088036	39.605	2.828928571	0.082608687	2.331	0.1665	0.004862034	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	1	FALSE	0.000662732	0.000429304	0.002272749	3.776049763	0.034330526	224	0.009787458	0.001223432	0.000849007	0.001073532	0.877475449	0.003768216	Test	15	0.946175810363558	1	19446
GMT3_18S_9C_S75	GMT3	9	3/30/2023	2023	3	spring	feb-apr	14	479.429	34.24492857	17.148	1.224857143	0.035767548	81.925	5.851785714	0.17088036	39.605	2.828928571	0.082608687	2.331	0.1665	0.004862034	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	1	FALSE	0.000662732	0.000429304	0.002272749	3.776049763	0.034330526	224	0.009787458	0.001223432	0.000849007	0.001073532	0.877475449	0.003768216	Test	15	0.946175810363558	1	19446
GMT3_18S_10A_S76	GMT3	10	4/13/2023	2023	4	spring	feb-apr	14	700.571	50.04078571	25.005	1.786071429	0.035692314	83.679	5.977071429	0.119443996	77.199	5.514214286	0.110194399	3.393	0.242357143	0.004843192	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	1	TRUE	0.000734791	0.000685027	0.000271565	0.425366783	0.002944521	224	0.009763059	0.001394723	0.001320886	0.000235667	0.168970659	0.001736241	Test	15	0.98257651925087	2	19460
GMT3_18S_10B_S77	GMT3	10	4/13/2023	2023	4	spring	feb-apr	14	700.571	50.04078571	25.005	1.786071429	0.035692314	83.679	5.977071429	0.119443996	77.199	5.514214286	0.110194399	3.393	0.242357143	0.004843192	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	1	TRUE	0.000734791	0.000685027	0.000271565	0.425366783	0.002944521	224	0.009763059	0.001394723	0.001320886	0.000235667	0.168970659	0.001736241	Test	15	0.98257651925087	2	19460
GMT3_18S_10C_S78	GMT3	10	4/13/2023	2023	4	spring	feb-apr	14	700.571	50.04078571	25.005	1.786071429	0.035692314	83.679	5.977071429	0.119443996	77.199	5.514214286	0.110194399	3.393	0.242357143	0.004843192	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	1	TRUE	0.000734791	0.000685027	0.000271565	0.425366783	0.002944521	224	0.009763059	0.001394723	0.001320886	0.000235667	0.168970659	0.001736241	Test	15	0.98257651925087	2	19460
GMT3_18S_11A_S79	GMT3	11	4/27/2023	2023	4	spring	feb-apr	14	62.857	4.489785714	5.978	0.427	0.095104762	22.114	1.579571429	0.351814436	7.405	0.528928571	0.117807086	1.046	0.074714286	0.016640947	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	1	FALSE	0.000901963	0.000245162	0.005859162	7.490782339	0.084458502	224	0.012102207	0.001728887	0.000399757	0.002898934	1.676763454	0.008246518	Test	15	0.994505107402802	1	19474
GMT3_18S_11B_S80	GMT3	11	4/27/2023	2023	4	spring	feb-apr	14	62.857	4.489785714	5.978	0.427	0.095104762	22.114	1.579571429	0.351814436	7.405	0.528928571	0.117807086	1.046	0.074714286	0.016640947	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	1	FALSE	0.000901963	0.000245162	0.005859162	7.490782339	0.084458502	224	0.012102207	0.001728887	0.000399757	0.002898934	1.676763454	0.008246518	Test	15	0.994505107402802	1	19474
GMT3_18S_11C_S81	GMT3	11	4/27/2023	2023	4	spring	feb-apr	14	62.857	4.489785714	5.978	0.427	0.095104762	22.114	1.579571429	0.351814436	7.405	0.528928571	0.117807086	1.046	0.074714286	0.016640947	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	1	FALSE	0.000901963	0.000245162	0.005859162	7.490782339	0.084458502	224	0.012102207	0.001728887	0.000399757	0.002898934	1.676763454	0.008246518	Test	15	0.994505107402802	1	19474
GMT3_18S_12A_S82	GMT3	12	5/7/2023	2023	5	spring	may-aug	7	64	9.142857143	4.653	0.664714286	0.072703125	13.302	1.900285714	0.20784375	9.598	1.371142857	0.14996875	0.712	0.101714286	0.011125	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	0.000236224	0.000177211	0.000300796	1.542721255	0.002363567	112	0.001441086	0.000480362	0.000377387	0.000189698	0.39490671	0.000699278	Test	15	0.998079419136047	1	19484
GMT3_18S_12B_S83	GMT3	12	5/7/2023	2023	5	spring	may-aug	7	64	9.142857143	4.653	0.664714286	0.072703125	13.302	1.900285714	0.20784375	9.598	1.371142857	0.14996875	0.712	0.101714286	0.011125	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	0.000236224	0.000177211	0.000300796	1.542721255	0.002363567	112	0.001441086	0.000480362	0.000377387	0.000189698	0.39490671	0.000699278	Test	15	0.998079419136047	1	19484
GMT3_18S_12C_S84	GMT3	12	5/7/2023	2023	5	spring	may-aug	7	64	9.142857143	4.653	0.664714286	0.072703125	13.302	1.900285714	0.20784375	9.598	1.371142857	0.14996875	0.712	0.101714286	0.011125	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	0.000236224	0.000177211	0.000300796	1.542721255	0.002363567	112	0.001441086	0.000480362	0.000377387	0.000189698	0.39490671	0.000699278	Test	15	0.998079419136047	1	19484
GMT3_18S_13A_S85	GMT3	13	5/14/2023	2023	5	spring	may-aug	7	122.286	17.46942857	9.285	1.326428571	0.075928561	19.939	2.848428571	0.163052189	30.679	4.382714286	0.250879087	1.405	0.200714286	0.011489459	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	0.000216744	0.000192773	0.000104763	0.58785799	0.000963055	112	0.001711749	0.000427937	0.000423147	2.19e-05	0.051225955	0.00045863	Train	21	0.998088076710701	1	19491
GMT3_18S_13B_S86	GMT3	13	5/14/2023	2023	5	spring	may-aug	7	122.286	17.46942857	9.285	1.326428571	0.075928561	19.939	2.848428571	0.163052189	30.679	4.382714286	0.250879087	1.405	0.200714286	0.011489459	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	0.000216744	0.000192773	0.000104763	0.58785799	0.000963055	112	0.001711749	0.000427937	0.000423147	2.19e-05	0.051225955	0.00045863	Test	21	0.998088076710701	1	19491
GMT3_18S_13C_S87	GMT3	13	5/14/2023	2023	5	spring	may-aug	7	122.286	17.46942857	9.285	1.326428571	0.075928561	19.939	2.848428571	0.163052189	30.679	4.382714286	0.250879087	1.405	0.200714286	0.011489459	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	0.000216744	0.000192773	0.000104763	0.58785799	0.000963055	112	0.001711749	0.000427937	0.000423147	2.19e-05	0.051225955	0.00045863	Test	21	0.998088076710701	1	19491
GMT4_18S_1A_S7	GMT4	1	6/8/2023	2023	6	summer	may-aug	14	497.068	35.50485714	32.89	2.349285714	0.066168009	69.018	4.929857143	0.138850218	35.441	2.5315	0.071300104	4.916	0.351142857	0.009889995	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	0.000438795	0.000394642	0.000149228	0.380560421	0.001964786	224	0.005960973	0.000851568	0.000820795	8.89e-05	0.10440935	0.001042307	Test	21	0.854459419846535	2	19516
GMT4_18S_1B_S8	GMT4	1	6/8/2023	2023	6	summer	may-aug	14	497.068	35.50485714	32.89	2.349285714	0.066168009	69.018	4.929857143	0.138850218	35.441	2.5315	0.071300104	4.916	0.351142857	0.009889995	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	0.000438795	0.000394642	0.000149228	0.380560421	0.001964786	224	0.005960973	0.000851568	0.000820795	8.89e-05	0.10440935	0.001042307	Test	21	0.854459419846535	2	19516
GMT4_18S_1C_S9	GMT4	1	6/8/2023	2023	6	summer	may-aug	14	497.068	35.50485714	32.89	2.349285714	0.066168009	69.018	4.929857143	0.138850218	35.441	2.5315	0.071300104	4.916	0.351142857	0.009889995	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	0.000438795	0.000394642	0.000149228	0.380560421	0.001964786	224	0.005960973	0.000851568	0.000820795	8.89e-05	0.10440935	0.001042307	Test	21	0.854459419846535	2	19516
GMT4_18S_2A_S10	GMT4	2	6/29/2023	2023	6	summer	may-aug	28	178.035	6.358392857	12.113	0.432607143	0.068037184	35.424	1.265142857	0.198972112	16.52	0.59	0.092790743	1.793	0.064035714	0.010071053	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	0.000440623	0.00040241	0.000154737	0.395210293	0.002396436	448	0.011960992	0.000854357	0.000823534	0.000141559	0.165690204	0.001112596	Test	15	0.990688646540922	1	19537
GMT4_18S_2B_S11	GMT4	2	6/29/2023	2023	6	summer	may-aug	28	178.035	6.358392857	12.113	0.432607143	0.068037184	35.424	1.265142857	0.198972112	16.52	0.59	0.092790743	1.793	0.064035714	0.010071053	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	0.000440623	0.00040241	0.000154737	0.395210293	0.002396436	448	0.011960992	0.000854357	0.000823534	0.000141559	0.165690204	0.001112596	Test	15	0.990688646540922	1	19537
